num_facilities,overall_rating,rn_hours_total,staff_turnover_pct,total_fines,total_payment_denials,hosp_per_1000_residents,falls_with_injury,pressure_ulcers,uti_pct,catheter_pct,mobility_decline_pct,restrained_pct,incontinence_pct,weight_loss_pct,depression_pct
7.0,2.6,0.8,46.7,11.0,2.0,1.9,3.5,5.8,1.3,1.2,22.2,0.1,20.8,6.1,3.1
17.0,2.6,1.0,50.7,17.0,1.0,1.2,2.8,5.7,2.8,1.0,18.0,0.0,27.0,3.8,8.7
37.0,2.4,0.5,56.0,108.0,16.0,2.0,3.3,5.3,2.0,0.8,18.0,0.0,19.1,5.0,3.6
6.0,1.5,0.3,47.9,6.0,1.0,1.8,1.4,4.1,0.7,0.2,11.8,0.0,20.7,5.6,35.7
5.0,3.2,0.2,51.3,2.0,0.0,2.8,3.3,4.2,1.1,0.1,16.0,0.0,13.8,4.8,0.0
6.0,2.3,0.5,47.6,6.0,0.0,1.6,3.8,4.6,2.7,1.6,22.3,1.4,25.6,6.8,6.8
17.0,2.7,0.7,55.1,10.0,1.0,1.3,5.3,9.8,1.4,0.6,23.7,0.0,29.7,7.1,4.4
12.0,2.1,0.7,40.5,32.0,10.0,1.8,2.5,8.5,1.2,0.4,6.6,0.1,13.8,7.5,79.0
5.0,1.0,0.5,61.7,30.0,0.0,2.0,2.9,4.5,1.9,0.4,18.5,0.0,16.3,5.1,17.2
12.0,1.8,0.5,49.0,26.0,2.0,2.0,2.7,5.8,1.3,0.7,9.4,0.0,10.8,6.3,6.8
11.0,3.2,0.4,57.0,6.0,0.0,2.7,4.9,3.8,2.5,1.6,16.8,0.1,11.2,2.5,2.6
37.0,2.7,0.5,47.6,36.0,14.0,1.5,2.6,4.5,0.7,0.3,7.5,0.3,23.5,6.1,6.7
14.0,1.6,0.4,61.2,50.0,12.0,2.5,3.6,6.0,2.8,1.3,19.6,0.2,27.0,6.4,2.0
18.0,1.7,0.4,54.8,22.0,5.0,2.1,2.8,6.3,1.3,0.7,26.3,0.0,25.5,7.5,3.5
42.0,2.5,0.7,52.4,70.0,2.0,1.7,3.8,4.2,1.5,1.5,24.8,0.0,23.7,5.4,5.4
12.0,2.6,0.7,44.5,21.0,2.0,1.8,3.1,5.3,1.6,0.8,21.0,0.0,20.7,7.6,35.2
5.0,2.0,0.6,52.8,4.0,2.0,1.6,1.9,7.3,1.0,0.6,23.5,0.0,23.9,5.1,27.8
13.0,2.6,0.7,48.0,14.0,2.0,1.9,3.5,3.7,0.2,0.1,17.1,0.0,28.0,6.9,44.0
29.0,1.7,0.6,50.9,58.0,14.0,1.8,2.8,5.6,1.7,1.1,17.7,0.0,22.3,5.8,19.1
5.0,2.8,0.5,29.3,2.0,0.0,2.1,3.2,5.1,0.2,0.2,16.1,0.0,20.7,5.0,21.1
3.0,4.7,1.0,28.4,0.0,0.0,1.6,8.4,1.8,0.5,0.0,17.6,0.0,24.6,7.5,11.7
17.0,4.5,1.2,34.5,25.0,1.0,1.3,4.1,6.0,2.3,1.0,26.7,0.0,19.7,4.0,1.1
5.0,4.2,1.5,31.5,3.0,0.0,1.6,6.1,6.5,1.7,0.8,16.3,0.0,22.1,2.3,1.6
6.0,2.0,0.8,29.8,4.0,1.0,3.4,2.3,4.9,1.0,1.1,18.5,0.0,19.8,6.1,29.6
48.0,3.7,0.5,42.2,24.0,2.0,1.9,3.8,6.5,2.9,1.1,15.3,0.0,14.2,6.2,2.8
9.0,3.3,0.8,33.5,9.0,3.0,2.5,1.0,5.5,3.0,1.2,14.6,0.0,7.1,6.6,0.0
10.0,1.5,0.3,59.6,23.0,10.0,1.2,2.7,4.2,2.4,1.2,20.9,0.0,14.0,4.5,40.8
5.0,4.8,1.0,38.9,2.0,0.0,1.5,4.2,4.8,4.8,0.6,21.7,0.0,20.0,8.2,4.6
4.0,4.5,0.7,41.0,1.0,0.0,1.9,3.8,9.1,5.2,0.6,24.1,0.0,23.2,6.6,1.8
9.0,2.2,0.6,49.7,10.0,0.0,1.7,2.8,4.9,0.7,0.4,8.7,0.0,15.0,5.1,11.7
33.0,2.7,0.6,41.3,74.0,0.0,1.8,2.0,6.4,0.2,0.2,8.7,0.0,8.9,7.1,23.5
10.0,3.2,0.6,52.0,4.0,0.0,1.9,3.6,3.7,0.9,0.3,13.4,0.0,26.1,5.8,7.6
12.0,1.8,0.5,46.6,25.0,10.0,1.8,2.5,5.4,1.0,0.3,16.6,0.0,18.1,6.0,76.9
8.0,3.9,0.9,37.6,5.0,1.0,1.5,3.0,5.0,1.3,1.2,15.3,0.0,15.8,6.6,5.7
3.0,3.7,0.7,38.1,2.0,0.0,0.9,3.3,4.4,5.9,1.6,30.8,0.0,29.8,4.1,0.2
10.0,2.7,0.8,49.1,8.0,0.0,1.6,3.5,5.4,2.8,0.9,33.3,0.0,29.0,5.1,5.2
8.0,3.3,1.0,57.2,22.0,2.0,1.6,3.0,5.2,5.0,2.1,31.4,0.0,22.6,6.0,1.9
18.0,2.1,0.7,38.0,23.0,0.0,2.1,2.4,6.7,0.3,0.0,7.6,0.0,4.2,6.3,0.9
25.0,2.2,0.3,54.3,47.0,8.0,1.7,3.2,5.3,0.9,0.5,8.6,0.0,12.8,3.3,0.5
64.0,3.9,0.6,40.6,40.0,1.0,1.8,2.3,3.7,0.2,0.1,4.1,0.0,17.7,5.6,50.2
5.0,2.4,0.2,55.0,11.0,2.0,2.6,1.8,2.9,1.6,0.4,14.0,0.2,13.8,4.2,0.9
10.0,3.4,0.4,47.8,4.0,0.0,2.2,4.4,4.7,1.1,0.5,14.9,0.0,23.6,3.5,46.3
6.0,4.2,1.3,41.5,7.0,1.0,1.5,2.0,5.8,0.5,0.2,10.4,0.0,27.9,6.3,3.6
4.0,3.5,0.9,41.8,1.0,0.0,1.9,2.4,5.0,8.5,1.9,24.6,0.0,19.0,12.6,3.4
9.0,4.7,0.9,22.7,3.0,1.0,1.8,1.8,3.8,1.6,1.6,25.2,0.3,24.2,5.1,1.1
9.0,3.3,0.7,45.3,8.0,0.0,1.4,4.5,4.1,2.9,0.3,29.7,0.0,27.3,6.7,5.3
70.0,2.4,0.5,46.0,117.0,6.0,2.0,2.6,6.3,1.1,0.6,17.4,0.0,12.8,4.6,4.8
17.0,3.5,1.0,42.4,5.0,1.0,1.3,1.5,8.0,1.7,0.7,29.1,0.0,23.2,5.4,11.7
7.0,1.6,0.5,51.9,5.0,3.0,1.5,5.3,4.8,2.3,1.1,17.1,0.2,28.1,6.1,5.8
6.0,2.2,0.4,45.8,12.0,4.0,2.1,2.2,4.5,0.3,0.0,1.9,0.0,22.2,9.1,58.6
6.0,1.8,0.7,59.0,7.0,1.0,2.0,2.9,2.0,0.0,0.0,3.8,0.0,22.7,3.5,46.5
33.0,3.7,0.7,39.2,30.0,11.0,2.1,2.3,3.9,1.0,0.9,10.2,0.1,12.2,4.7,11.7
197.0,2.4,0.7,46.4,209.0,38.0,1.6,3.1,5.9,1.5,0.6,21.0,0.1,23.7,6.3,13.5
10.0,1.8,0.4,64.0,24.0,7.0,2.2,4.7,5.9,3.6,0.7,13.4,0.2,16.1,5.0,16.7
46.0,3.1,0.5,45.6,36.0,0.0,2.0,2.3,4.9,0.0,0.2,7.5,0.0,4.3,5.8,11.3
7.0,2.3,0.5,49.5,37.0,5.0,2.0,2.0,6.0,1.1,1.2,25.6,0.0,22.3,7.0,1.3
11.0,1.5,0.6,52.9,30.0,10.0,1.5,3.4,5.5,1.6,1.0,25.4,0.0,26.1,9.4,80.9
92.0,2.9,0.9,44.5,76.0,6.0,1.6,4.7,4.9,3.1,2.0,23.0,0.2,25.2,5.6,3.3
6.0,2.3,0.6,51.1,32.0,2.0,1.4,3.6,4.6,0.7,0.4,16.0,0.0,30.8,7.1,16.9
5.0,2.6,0.7,43.5,2.0,2.0,1.2,5.0,2.9,2.2,0.7,26.8,0.0,34.1,4.4,2.7
19.0,2.4,0.4,53.9,36.0,4.0,2.3,3.2,4.6,2.9,0.2,20.2,0.0,16.0,5.9,1.5
11.0,2.5,0.4,57.3,25.0,3.0,1.7,2.0,2.7,1.0,0.6,16.6,0.0,15.3,2.6,1.7
18.0,1.8,0.6,50.2,22.0,3.0,2.4,2.7,7.0,3.1,1.3,23.8,0.0,18.5,8.3,29.8
6.0,1.6,0.4,47.3,22.0,3.0,1.8,2.4,4.5,0.2,1.1,21.4,0.0,24.1,3.2,0.9
20.0,2.8,0.6,46.0,8.0,0.0,1.6,2.2,3.9,0.8,0.3,12.9,0.6,21.1,7.4,3.8
7.0,1.1,0.5,53.4,5.0,6.0,3.0,4.1,5.8,2.0,1.0,31.3,0.2,21.3,5.5,51.2
7.0,4.0,1.3,34.4,4.0,0.0,1.1,2.1,2.4,0.8,0.4,21.1,0.0,12.6,3.9,3.5
3.0,4.0,3.4,31.6,2.0,0.0,0.4,3.8,7.8,0.6,0.4,15.1,0.0,27.0,8.8,1.4
22.0,3.4,0.6,42.4,10.0,2.0,1.6,3.2,4.2,0.7,0.2,12.0,0.0,25.2,6.4,5.2
6.0,3.8,0.5,37.1,0.0,0.0,2.0,1.3,3.7,3.2,0.4,21.7,0.7,21.0,5.9,34.4
5.0,3.0,0.6,43.3,3.0,2.0,1.2,4.6,5.1,0.0,0.1,5.7,0.0,25.2,2.8,46.4
7.0,3.1,0.5,57.2,7.0,0.0,1.9,4.8,2.8,0.0,0.0,6.1,0.0,20.9,8.3,14.2
5.0,4.0,0.7,34.8,1.0,0.0,1.5,3.6,3.9,3.2,0.8,21.0,0.3,20.7,3.6,10.0
2.0,3.0,0.9,72.6,0.0,0.0,1.0,3.3,4.4,4.3,0.3,13.5,0.0,21.8,4.6,0.0
16.0,3.1,0.5,53.0,17.0,2.0,2.2,2.5,4.7,0.3,0.3,19.1,0.0,17.4,6.3,1.4
8.0,3.6,0.8,45.8,3.0,1.0,1.5,5.1,9.4,2.2,1.3,11.0,0.0,24.1,5.0,2.6
15.0,3.3,1.1,44.8,11.0,0.0,2.1,3.3,6.9,2.6,1.6,20.7,0.0,24.6,7.0,2.3
8.0,1.9,0.5,47.3,9.0,1.0,2.3,1.9,5.3,0.0,0.1,7.6,0.0,6.5,6.3,1.8
6.0,2.0,0.4,46.7,18.0,3.0,2.1,0.6,3.8,0.5,0.3,8.3,0.0,7.1,5.4,20.4
13.0,2.5,0.4,51.1,23.0,8.0,2.0,3.2,4.9,1.1,1.0,22.0,0.2,18.5,5.5,28.9
16.0,3.9,0.4,40.0,6.0,0.0,1.3,4.1,3.8,1.4,0.3,19.6,0.0,18.8,4.5,6.6
4.0,2.5,0.5,44.3,5.0,0.0,0.8,3.7,4.6,3.1,1.4,22.4,0.0,18.5,4.8,1.3
8.0,2.0,0.6,46.5,4.0,6.0,1.5,6.0,5.8,3.3,2.1,31.6,1.5,29.1,8.9,7.9
4.0,3.0,0.5,44.4,6.0,0.0,2.8,1.4,5.0,1.2,0.2,13.0,0.0,20.4,6.9,26.0
39.0,2.2,0.6,52.5,30.0,4.0,1.5,3.4,5.1,0.9,0.2,13.1,0.0,23.7,7.3,19.4
14.0,3.2,0.6,44.0,20.0,8.0,1.7,3.4,2.7,0.4,0.2,7.5,0.0,15.8,5.1,40.6
33.0,3.1,0.4,54.2,47.0,7.0,2.2,2.7,3.6,0.2,0.2,7.7,0.0,8.4,1.8,1.5
4.0,4.0,0.9,33.0,2.0,0.0,1.4,4.4,4.2,2.2,0.7,34.7,0.0,32.6,7.1,0.7
17.0,4.4,1.1,31.3,12.0,2.0,2.0,2.1,5.2,2.2,1.0,21.1,0.0,23.2,4.3,7.4
3.0,2.7,0.6,40.4,1.0,0.0,1.7,4.4,4.1,2.4,0.6,30.8,0.3,23.9,7.4,1.8
13.0,3.6,0.4,55.3,7.0,0.0,2.0,4.6,7.8,2.8,0.6,16.9,0.0,30.6,5.8,3.1
5.0,2.6,0.8,49.3,5.0,1.0,1.0,1.8,5.6,4.5,1.8,25.4,0.0,29.9,10.9,9.3
7.0,1.0,0.5,41.7,38.0,16.0,2.4,2.6,5.7,1.0,0.5,8.4,0.0,12.9,4.1,67.6
12.0,2.8,0.4,36.0,6.0,0.0,1.9,2.7,3.3,0.3,0.4,12.7,0.0,17.7,3.2,9.0
10.0,3.1,0.7,55.0,2.0,2.0,1.4,3.6,4.7,2.4,0.8,25.0,0.0,25.7,5.8,20.4
22.0,2.8,0.6,60.3,39.0,6.0,1.8,3.8,7.4,1.9,1.5,17.2,0.0,26.3,6.2,25.6
5.0,2.0,0.3,60.7,3.0,2.0,2.2,4.5,4.8,7.4,2.3,24.8,0.0,20.3,6.5,2.0
4.0,3.0,0.5,34.5,16.0,0.0,3.2,0.6,3.3,1.7,1.6,12.2,0.0,6.9,4.0,0.3
3.0,4.7,1.5,29.7,0.0,0.0,1.7,2.8,1.5,1.8,0.6,26.7,0.0,35.1,3.6,1.1
13.0,2.5,0.4,54.3,14.0,2.0,2.4,3.6,5.5,1.5,0.9,17.0,0.0,27.5,6.9,6.8
20.0,3.3,0.7,41.5,9.0,0.0,2.1,2.5,5.2,0.4,0.3,9.3,0.0,10.8,6.8,15.0
69.0,2.3,0.5,45.2,108.0,18.0,1.8,3.6,4.8,1.0,0.7,9.1,0.1,23.7,6.7,60.2
3.0,5.0,1.6,33.9,2.0,0.0,1.3,2.3,5.0,1.3,0.4,32.3,0.0,28.5,3.2,0.7
6.0,1.7,0.3,48.0,5.0,2.0,4.1,2.6,5.2,4.7,1.9,38.2,0.1,25.3,5.9,0.3
15.0,2.7,0.6,48.4,13.0,0.0,1.7,3.5,3.7,2.4,1.0,24.4,0.0,27.6,5.6,25.2
5.0,1.8,0.5,61.4,3.0,2.0,1.7,6.3,2.1,1.9,4.2,23.5,0.0,22.5,7.4,38.4
4.0,1.8,0.5,58.1,9.0,6.0,1.5,3.3,5.3,1.5,2.9,20.7,0.1,22.8,7.1,4.4
9.0,3.8,0.4,36.6,1.0,1.0,1.7,2.4,1.4,1.0,0.1,6.9,0.2,12.4,6.2,47.3
58.0,2.5,0.4,56.0,35.0,14.0,2.0,4.1,4.3,3.1,1.5,20.5,0.1,16.4,4.0,4.2
18.0,2.6,0.5,47.2,15.0,0.0,1.8,3.2,4.0,0.9,0.5,14.7,0.0,17.6,5.9,2.1
19.0,1.6,0.4,75.4,33.0,7.0,1.8,3.3,5.8,1.3,0.6,22.3,0.0,22.0,5.1,27.5
6.0,2.0,0.3,57.7,4.0,2.0,2.3,3.9,3.4,2.3,2.7,12.8,0.0,16.8,5.4,3.8
3.0,4.0,1.0,48.9,15.0,1.0,1.4,2.9,3.6,3.0,1.1,21.4,0.0,21.3,5.8,0.4
2.0,5.0,1.6,28.9,0.0,0.0,2.9,0.0,9.2,0.8,0.0,20.0,0.0,3.8,3.5,0.0
13.0,1.6,0.7,74.5,37.0,4.0,1.6,2.9,7.4,1.0,2.2,23.5,0.1,25.6,6.9,7.1
11.0,2.2,0.5,44.3,14.0,2.0,2.1,1.9,4.9,1.6,1.3,11.8,0.1,13.6,4.3,9.5
7.0,4.4,1.3,29.0,3.0,0.0,1.4,4.5,5.5,2.1,3.0,25.1,0.0,26.0,4.7,0.7
7.0,1.6,0.6,47.9,3.0,1.0,0.9,3.3,5.4,2.5,1.3,41.1,0.0,33.7,8.0,30.4
4.0,3.5,2.1,34.9,1.0,0.0,1.0,0.6,21.2,3.5,3.5,14.4,0.0,3.0,6.4,1.4
6.0,3.7,0.8,56.1,1.0,0.0,1.8,3.0,5.6,0.6,0.0,8.8,0.0,27.0,5.9,22.1
2.0,3.5,1.5,59.6,1.0,0.0,1.9,3.1,5.0,1.3,0.7,16.6,0.0,13.8,6.3,4.2
7.0,3.9,0.8,43.3,6.0,1.0,1.3,5.1,9.0,2.0,0.5,16.6,0.0,21.2,5.6,4.3
5.0,4.4,0.8,49.1,2.0,0.0,1.9,3.1,2.2,0.1,0.0,11.0,0.0,9.7,6.2,8.4
5.0,1.6,0.7,57.7,1.0,2.0,1.8,4.4,8.1,3.8,0.8,21.5,0.0,26.3,8.3,3.2
16.0,3.1,0.6,54.2,2.0,1.0,1.7,2.5,4.4,0.7,0.2,7.4,0.0,24.6,6.3,36.0
90.0,3.0,0.7,45.4,123.0,29.0,1.8,2.8,5.5,1.7,1.2,14.7,0.1,23.1,6.6,48.1
9.0,1.9,0.2,47.9,14.0,2.0,2.0,2.2,6.4,0.7,0.6,17.3,0.0,20.3,5.1,2.9
34.0,2.6,0.4,55.6,48.0,8.0,2.0,3.5,6.6,3.4,1.6,20.7,0.0,24.1,6.2,3.9
194.0,3.5,0.7,42.1,118.0,10.0,1.7,3.0,4.7,0.9,0.4,12.7,0.1,22.2,5.9,5.9
21.0,3.9,1.0,37.3,11.0,2.0,1.8,4.4,4.5,1.7,2.0,21.3,0.0,20.0,3.7,2.6
2.0,2.5,0.6,33.0,2.0,0.0,2.1,1.6,5.2,3.1,1.4,23.7,0.0,14.9,5.0,0.7
9.0,3.8,2.5,48.0,11.0,0.0,1.4,4.1,4.8,4.6,0.8,21.0,0.0,19.5,6.9,4.5
16.0,3.9,1.2,41.1,12.0,0.0,1.9,3.1,4.7,1.6,0.2,17.2,0.0,19.1,5.3,2.2
4.0,1.8,0.6,34.3,11.0,0.0,1.6,3.9,4.1,1.6,0.6,19.5,0.0,23.7,5.3,3.5
59.0,2.1,0.5,54.9,70.0,14.0,1.4,3.3,5.7,1.0,0.5,16.1,0.0,25.0,5.7,43.0
28.0,2.7,0.6,46.7,20.0,3.0,2.0,1.5,4.6,0.9,0.8,12.7,0.3,6.0,4.3,8.5
20.0,2.5,0.6,59.1,33.0,6.0,1.8,3.3,3.8,0.2,0.1,6.5,0.0,23.8,7.5,48.0
3.0,5.0,1.5,31.4,0.0,0.0,2.2,9.3,3.1,3.5,0.0,16.2,0.0,27.6,6.7,0.3
15.0,2.3,0.6,54.7,28.0,0.0,2.2,2.4,5.4,1.4,1.0,15.5,0.0,26.1,8.5,7.1
38.0,2.0,0.5,40.6,53.0,15.0,2.9,1.5,6.7,2.1,0.8,10.2,0.4,8.9,6.6,0.3
8.0,3.3,0.8,50.9,1.0,0.0,1.5,2.4,7.6,5.1,1.5,44.8,0.0,24.5,6.8,4.6
9.0,4.3,0.8,39.0,9.0,0.0,1.3,4.6,6.2,4.2,1.9,33.2,0.1,28.7,8.8,0.9
15.0,1.7,0.4,48.3,26.0,2.0,1.8,3.7,3.9,0.9,0.7,13.5,0.0,20.2,8.4,26.6
12.0,3.3,0.6,49.3,16.0,2.0,1.6,2.4,3.3,0.5,0.5,11.5,0.0,15.4,4.4,3.8
6.0,2.5,0.5,43.5,1.0,0.0,1.8,4.4,4.6,1.3,0.6,17.8,0.3,10.0,2.9,2.9
5.0,4.2,1.5,37.1,3.0,1.0,1.0,4.7,5.8,2.6,1.3,26.8,0.0,30.5,5.5,6.8
34.0,2.5,0.5,53.4,23.0,15.0,1.6,3.7,4.2,0.4,0.2,5.7,0.0,24.3,6.3,36.7
6.0,2.2,0.6,47.1,5.0,3.0,1.9,4.2,3.1,1.7,2.5,19.8,0.0,25.6,4.3,3.6
3.0,3.0,1.2,41.5,3.0,1.0,1.3,1.0,13.2,5.8,3.4,18.2,0.0,29.8,6.9,8.3
18.0,2.9,0.6,38.3,53.0,3.0,2.0,2.3,7.3,0.4,0.7,10.7,0.4,6.8,4.5,1.5
16.0,3.9,0.8,48.4,2.0,0.0,1.5,2.8,10.7,2.2,2.7,27.5,0.2,21.8,7.5,3.9
80.0,2.9,0.7,41.9,85.0,8.0,1.8,2.7,5.7,0.8,0.6,11.5,0.1,21.5,6.4,40.9
6.0,2.8,0.7,43.4,5.0,2.0,2.2,4.4,3.7,4.3,2.5,11.0,0.0,15.9,6.2,1.6
11.0,3.4,0.5,44.6,9.0,2.0,1.7,2.5,6.7,1.3,0.5,16.4,0.1,16.7,5.9,1.8
11.0,3.3,0.6,42.8,5.0,0.0,2.1,2.6,5.2,0.3,0.5,7.9,0.0,17.7,3.6,5.7
20.0,2.6,0.6,54.3,26.0,3.0,1.8,4.3,3.6,4.1,0.6,17.5,0.0,25.1,4.4,2.6
49.0,3.3,0.9,44.8,41.0,14.0,1.7,3.1,5.7,1.3,0.5,9.5,0.3,21.9,6.6,2.9
3.0,4.3,2.4,37.9,1.0,0.0,1.1,7.5,13.8,6.0,2.3,10.9,0.0,20.7,6.3,0.0
6.0,4.3,0.8,40.1,4.0,0.0,1.6,2.9,5.0,1.9,1.4,28.6,0.0,21.3,10.7,1.0
29.0,2.2,0.4,59.9,31.0,16.0,2.2,2.7,4.2,0.5,0.0,9.4,0.0,18.3,2.9,34.1
7.0,3.7,0.8,44.3,5.0,0.0,2.0,3.2,6.6,1.6,0.5,13.2,0.0,18.1,7.6,11.2
7.0,2.9,0.6,53.6,5.0,0.0,1.6,4.0,2.5,0.0,0.0,11.6,0.0,23.4,5.2,67.0
10.0,3.4,0.8,50.9,5.0,0.0,1.9,3.0,4.5,2.6,1.1,12.2,0.0,24.9,3.5,1.1
5.0,4.2,1.1,23.1,2.0,0.0,2.2,1.0,4.9,1.0,0.7,20.5,0.2,14.5,4.1,1.2
14.0,3.9,0.8,49.4,1.0,0.0,1.4,4.1,5.6,3.5,0.6,17.6,0.0,11.7,6.8,10.0
40.0,2.5,0.6,50.6,24.0,5.0,2.0,3.4,5.0,3.5,1.5,18.5,0.0,18.6,4.8,11.3
4.0,3.0,0.9,54.9,4.0,1.0,1.5,5.4,4.2,1.2,0.4,10.0,0.0,28.2,5.2,3.6
22.0,2.6,0.7,43.8,41.0,23.0,1.6,2.3,5.3,1.6,0.5,8.5,0.0,16.9,4.0,3.7
5.0,3.4,0.6,49.0,7.0,0.0,2.2,3.4,3.9,6.1,2.2,22.9,0.0,25.8,4.8,0.9
6.0,3.0,0.4,56.1,9.0,0.0,1.9,3.0,3.2,0.6,0.1,7.8,0.2,15.8,2.9,1.3
9.0,2.3,0.6,65.1,7.0,1.0,2.2,3.7,4.4,1.5,1.5,11.7,0.0,18.3,2.0,16.1
9.0,1.9,0.2,68.5,12.0,1.0,2.3,3.5,4.5,0.2,0.0,16.8,0.0,13.9,2.1,0.9
45.0,2.2,0.8,49.1,86.0,5.0,1.8,3.3,7.1,1.8,1.8,18.4,0.0,22.3,5.1,5.1
14.0,3.2,1.1,60.9,13.0,0.0,1.0,2.8,4.4,1.5,0.6,14.4,0.1,19.2,2.9,12.3
7.0,2.4,0.5,54.9,17.0,1.0,2.0,3.9,4.1,0.3,0.5,6.4,0.0,28.4,8.7,26.3
12.0,3.9,0.5,40.1,3.0,1.0,2.2,1.7,3.2,0.4,0.1,5.2,0.0,12.0,3.6,7.0
42.0,3.1,0.7,37.9,35.0,0.0,1.8,3.5,4.6,1.0,0.4,13.3,0.0,28.1,7.3,36.3
64.0,3.9,0.7,48.1,20.0,5.0,1.4,4.0,4.1,1.8,0.9,15.0,0.0,18.8,5.0,3.2
2.0,4.0,1.1,41.5,1.0,0.0,1.2,1.9,6.1,1.2,0.2,40.5,0.0,23.7,5.0,1.7
7.0,2.4,0.6,51.2,13.0,0.0,2.5,2.8,4.8,0.8,1.1,14.8,0.0,22.8,7.6,2.0
5.0,3.2,2.7,46.9,7.0,0.0,1.6,0.5,6.0,0.4,3.3,15.4,0.0,9.4,4.4,2.0
5.0,4.4,1.6,23.1,1.0,0.0,1.3,1.2,10.8,1.4,0.3,11.5,0.8,12.4,3.9,1.6
20.0,3.6,0.7,42.7,14.0,6.0,1.7,2.4,5.0,1.2,0.6,11.0,0.1,7.2,5.4,1.7
52.0,2.5,0.4,44.6,74.0,9.0,2.1,2.5,4.5,0.6,1.1,23.6,0.2,15.8,4.7,0.8
14.0,1.9,0.6,42.9,22.0,0.0,2.3,3.4,6.3,2.4,1.3,10.3,0.2,25.0,6.1,17.0
43.0,2.7,0.5,51.9,12.0,2.0,1.9,3.0,7.1,1.8,0.8,11.5,0.0,9.8,4.9,0.9
5.0,3.4,0.6,40.7,2.0,0.0,2.2,3.6,4.5,1.0,0.0,10.5,0.0,13.3,5.9,0.8
10.0,2.5,0.7,46.9,2.0,0.0,2.5,3.7,5.0,3.9,1.5,14.0,0.0,9.8,5.9,1.4
31.0,1.8,0.4,56.2,45.0,10.0,2.4,3.0,7.3,1.7,0.9,19.2,0.7,12.6,4.9,0.3
9.0,2.4,0.9,50.7,3.0,0.0,2.0,4.8,3.8,2.3,0.9,34.8,0.1,28.8,2.9,8.3
2.0,3.0,1.0,32.7,0.0,0.0,0.8,1.7,6.2,0.2,1.8,17.9,0.0,24.3,6.6,0.7
58.0,2.8,1.0,43.6,38.0,5.0,1.7,3.6,5.2,2.9,2.6,27.6,0.2,28.4,4.7,5.5
7.0,2.4,0.5,48.6,3.0,3.0,2.6,1.6,5.0,0.3,0.1,3.5,0.0,20.9,5.1,49.0
5.0,3.2,0.7,41.5,4.0,2.0,2.1,4.2,2.9,0.3,0.1,6.9,0.0,26.2,4.9,20.6
6.0,2.3,0.5,57.1,12.0,2.0,2.3,2.3,11.3,1.2,0.6,7.9,0.4,10.3,4.7,0.4
11.0,2.6,0.4,38.3,8.0,0.0,2.1,2.9,4.8,0.8,1.1,14.1,0.0,18.5,6.5,4.3
6.0,3.7,1.5,38.9,2.0,1.0,1.2,2.2,5.5,5.0,1.3,29.5,0.0,18.5,4.6,0.4
11.0,4.6,1.0,43.6,1.0,0.0,1.4,2.5,2.2,1.4,0.1,15.0,0.0,19.2,4.3,8.5
7.0,2.3,0.4,61.3,26.0,0.0,2.3,7.5,3.3,1.4,2.8,23.0,0.0,23.4,5.0,4.9
6.0,3.8,0.5,50.7,1.0,0.0,1.7,3.7,4.3,0.0,0.0,7.8,0.0,22.8,5.2,35.4
8.0,4.9,1.1,30.0,0.0,0.0,2.5,0.8,3.7,0.0,0.3,5.2,0.0,4.0,5.1,4.7
47.0,2.3,0.4,51.7,86.0,13.0,1.7,2.7,3.4,0.3,0.3,11.3,0.0,18.3,4.1,2.4
35.0,2.5,0.6,53.4,44.0,16.0,1.7,2.6,6.8,1.1,0.4,12.3,0.0,22.7,5.8,18.7
8.0,3.0,0.7,35.2,21.0,0.0,1.9,2.7,6.3,1.1,0.5,13.9,0.0,17.7,4.2,16.2
2.0,2.5,0.7,37.6,0.0,0.0,1.3,5.8,2.8,6.7,0.5,9.2,0.0,22.2,7.6,9.0
19.0,2.9,0.8,51.9,6.0,1.0,1.7,4.3,3.8,0.5,0.4,5.2,0.0,25.3,7.4,10.3
15.0,2.3,0.4,36.9,19.0,7.0,3.0,1.1,5.1,0.8,0.9,9.4,0.1,9.0,8.0,22.6
10.0,4.7,1.3,41.5,2.0,1.0,1.2,1.9,6.8,1.7,1.3,21.9,0.0,20.1,6.4,3.0
251.0,2.9,0.5,47.7,235.0,68.0,1.8,2.1,4.4,0.7,0.5,10.5,0.1,15.4,3.1,15.9
6.0,2.0,0.3,50.3,12.0,3.0,2.0,4.7,3.8,2.1,1.2,28.0,0.0,22.1,9.1,14.7
14.0,3.0,0.6,44.9,16.0,0.0,2.2,2.2,4.5,1.1,0.5,14.6,0.0,18.9,6.1,0.7
17.0,2.2,0.4,51.9,35.0,5.0,2.2,2.8,5.5,0.4,0.1,8.6,0.0,12.6,5.2,1.7
6.0,3.3,0.4,55.8,0.0,0.0,1.9,7.6,4.7,5.6,1.1,20.1,0.0,6.9,11.1,11.0
11.0,4.5,0.8,32.1,0.0,0.0,1.5,2.9,7.8,0.7,0.3,10.8,0.2,9.7,5.8,37.0
9.0,3.0,0.5,40.7,12.0,0.0,2.0,1.8,4.7,0.7,0.1,12.0,0.0,19.1,3.9,18.1
8.0,2.0,0.3,50.8,13.0,0.0,2.3,1.9,5.7,1.0,1.1,25.0,0.0,19.3,2.7,0.8
