num_facilities,overall_rating,rn_hours_total,staff_turnover_pct,total_fines,total_payment_denials,hosp_per_1000_residents,falls_with_injury,pressure_ulcers,uti_pct,catheter_pct,mobility_decline_pct,restrained_pct,incontinence_pct,weight_loss_pct,depression_pct
14.0,2.3,0.3,46.0,8.0,4.0,2.7,4.0,6.5,2.2,2.1,26.3,0.1,15.5,5.3,1.5
5.0,3.0,0.6,28.7,10.0,3.0,1.9,1.2,4.4,0.3,0.5,11.7,0.0,23.8,6.4,90.0
10.0,1.9,0.4,45.4,17.0,1.0,2.3,2.0,6.6,1.5,1.5,13.0,0.2,15.5,5.8,17.1
9.0,3.4,0.4,47.1,4.0,1.0,1.7,4.5,6.0,2.6,0.3,19.4,0.0,16.7,10.0,3.2
13.0,2.8,0.8,46.1,23.0,6.0,1.8,2.5,5.7,0.5,0.6,10.2,0.0,19.1,5.5,82.0
18.0,2.8,0.6,50.7,23.0,0.0,1.9,3.3,6.6,0.9,0.6,15.1,0.2,21.5,9.0,6.3
14.0,1.7,0.6,52.9,25.0,15.0,1.7,3.9,5.5,1.4,0.8,30.6,0.0,26.4,4.1,29.6
5.0,2.8,0.5,35.8,1.0,0.0,2.0,1.9,9.0,0.7,0.4,8.8,0.2,12.8,5.9,23.4
6.0,3.0,0.4,51.7,4.0,1.0,2.4,4.8,4.9,3.7,0.8,16.3,0.0,20.5,5.1,1.7
2.0,2.5,0.7,52.1,3.0,1.0,1.3,8.6,4.2,3.3,3.5,23.0,0.0,21.1,12.5,5.5
9.0,2.5,0.5,57.5,6.0,10.0,2.4,2.0,6.6,0.9,1.4,7.4,0.0,9.7,4.2,4.3
9.0,4.0,1.1,53.1,3.0,0.0,1.4,3.7,3.3,3.1,1.4,23.1,0.0,29.3,4.2,1.4
14.0,1.9,0.6,60.4,25.0,6.0,2.1,3.1,4.3,1.1,0.6,19.5,0.0,16.6,7.8,6.1
16.0,1.4,0.1,50.0,19.0,4.0,2.7,3.8,6.7,2.2,1.1,19.4,0.0,18.8,5.4,0.7
12.0,1.3,0.4,54.9,19.0,16.0,2.7,4.0,6.3,4.7,3.1,25.6,0.2,21.9,5.2,13.6
6.0,1.8,0.6,57.2,15.0,1.0,1.5,2.6,5.5,1.0,0.8,17.5,0.0,24.7,9.4,2.0
13.0,3.6,0.6,51.2,4.0,0.0,2.3,1.8,5.2,1.3,0.4,10.0,0.0,16.6,4.2,13.6
3.0,2.7,0.7,50.3,8.0,2.0,2.6,3.6,5.9,0.1,0.5,17.5,0.0,24.6,5.8,86.4
5.0,4.8,1.3,53.1,0.0,0.0,1.1,11.8,4.6,2.0,0.0,8.7,0.0,24.5,0.0,0.0
20.0,4.4,1.2,32.2,6.0,3.0,1.2,4.4,6.9,3.5,2.8,28.6,0.0,30.5,4.1,4.4
13.0,3.9,0.9,50.2,10.0,3.0,1.5,5.6,4.8,4.2,1.7,24.0,0.0,29.7,5.1,2.6
12.0,3.4,0.9,41.8,10.0,0.0,1.4,3.9,3.9,1.3,0.6,25.6,0.0,30.0,6.6,5.5
5.0,3.6,1.1,41.6,5.0,0.0,1.3,4.2,3.7,1.2,2.0,25.0,0.1,35.3,7.7,4.1
9.0,2.0,0.5,47.0,9.0,2.0,1.5,2.9,8.7,1.2,0.6,18.1,0.0,18.7,5.8,2.9
6.0,2.7,0.7,44.7,7.0,0.0,1.1,3.0,6.5,0.8,0.6,24.8,0.0,20.6,2.3,6.9
4.0,2.0,0.5,56.8,8.0,4.0,1.5,2.5,3.5,1.9,0.6,19.7,0.0,26.2,7.6,4.7
15.0,3.5,0.6,46.1,21.0,5.0,1.7,2.5,3.6,1.0,0.4,10.4,0.0,25.3,5.1,17.9
5.0,3.0,0.6,54.3,0.0,0.0,2.5,2.6,5.2,3.3,1.5,12.5,0.0,11.9,5.0,0.1
5.0,4.0,0.6,40.0,1.0,0.0,1.7,3.7,6.3,1.3,1.7,13.0,0.0,10.0,5.4,0.8
5.0,3.6,2.5,13.5,6.0,4.0,2.2,1.4,9.0,3.2,6.0,11.7,0.0,3.8,3.8,7.8
11.0,1.5,0.4,72.2,4.0,7.0,2.4,6.1,5.9,3.5,2.4,23.7,0.1,16.2,7.2,13.7
44.0,3.0,0.6,49.5,40.0,8.0,1.7,3.1,5.8,1.6,0.4,16.9,0.0,7.7,6.0,1.9
16.0,2.7,0.6,48.5,16.0,4.0,1.8,3.6,4.4,2.7,1.0,19.4,0.1,24.4,7.4,2.7
37.0,2.8,0.3,52.6,40.0,3.0,2.4,3.1,4.8,0.2,0.1,15.0,0.0,14.8,3.5,8.7
5.0,2.8,0.2,68.3,1.0,1.0,1.8,1.4,6.4,0.9,1.3,11.5,0.0,10.8,6.3,0.2
11.0,2.6,0.6,53.7,11.0,2.0,2.0,3.4,4.5,0.2,0.0,5.9,0.0,23.0,5.5,36.5
4.0,2.5,0.5,41.2,4.0,2.0,1.5,1.6,3.3,0.6,0.7,10.8,0.0,17.2,4.1,13.5
3.0,3.3,1.1,47.3,0.0,0.0,2.5,0.0,4.1,0.0,0.0,19.4,0.0,31.9,6.9,6.5
8.0,2.9,1.6,46.6,8.0,0.0,1.4,1.7,7.8,3.2,3.9,16.1,1.6,15.0,4.5,5.9
3.0,3.3,0.7,45.4,0.0,0.0,2.6,6.1,3.9,1.9,0.2,16.1,0.0,21.8,8.0,1.9
95.0,2.8,0.6,42.9,77.0,11.0,1.9,2.8,6.4,2.1,0.8,13.7,0.0,13.6,4.8,3.5
7.0,3.4,0.8,49.3,6.0,2.0,2.6,2.6,6.9,0.8,0.7,13.7,0.0,18.0,6.5,2.3
10.0,2.8,0.7,54.3,4.0,1.0,1.4,1.9,4.0,1.4,0.2,13.8,0.0,27.8,6.9,14.6
9.0,4.0,0.7,44.2,0.0,0.0,1.5,2.8,5.6,3.6,0.5,18.2,0.0,14.3,3.8,1.0
26.0,2.3,0.6,56.3,62.0,2.0,1.7,3.0,4.6,1.8,1.8,21.2,0.1,23.8,5.6,6.5
9.0,1.8,0.6,38.7,14.0,0.0,2.1,3.3,4.8,1.4,0.8,25.0,0.0,22.9,6.1,3.5
4.0,2.8,0.5,43.5,0.0,0.0,2.1,3.1,5.7,1.2,0.7,29.4,0.0,23.0,5.7,0.3
27.0,3.7,0.9,44.4,23.0,3.0,1.5,3.3,5.3,2.7,1.4,27.4,0.0,20.7,4.4,11.7
5.0,3.0,0.5,52.8,0.0,0.0,1.9,3.0,6.2,2.0,0.9,16.1,0.1,5.7,5.1,1.3
6.0,3.2,0.7,36.6,1.0,1.0,1.9,3.4,5.2,2.6,1.6,21.3,0.2,13.5,4.7,1.2
5.0,3.2,0.3,40.2,2.0,0.0,2.2,4.2,3.9,3.8,1.2,17.1,0.0,22.0,6.1,3.9
30.0,1.2,0.3,64.7,59.0,28.0,2.1,1.3,3.2,1.0,1.1,40.0,0.1,17.3,4.9,34.7
6.0,4.7,1.0,44.6,0.0,0.0,1.9,3.2,1.9,3.0,1.7,22.6,0.0,26.7,3.7,1.2
7.0,2.9,0.8,44.5,6.0,0.0,1.7,6.3,4.9,2.6,0.9,28.0,0.0,22.8,4.5,8.4
13.0,2.8,0.2,40.9,15.0,0.0,2.3,4.1,4.5,2.2,1.9,27.9,0.0,17.7,5.8,1.1
5.0,1.8,0.3,58.0,4.0,1.0,2.6,5.4,4.3,4.3,2.7,16.5,0.0,13.9,9.6,7.0
7.0,2.1,0.3,55.2,7.0,9.0,2.6,3.1,5.0,1.8,1.3,16.9,0.0,20.6,2.5,3.9
6.0,3.5,0.8,44.1,1.0,0.0,1.5,3.8,8.7,3.0,1.3,19.6,0.0,25.5,5.7,1.4
9.0,2.8,0.3,36.4,20.0,5.0,2.1,1.2,3.1,1.0,1.2,11.8,0.0,11.1,6.1,0.4
8.0,3.4,0.5,40.9,10.0,0.0,2.1,2.0,5.2,0.5,0.1,15.0,0.0,14.1,5.8,2.3
5.0,4.0,0.6,38.5,1.0,0.0,1.8,4.5,8.1,0.9,0.2,14.1,0.0,14.2,6.9,3.0
8.0,2.9,1.2,58.5,18.0,2.0,1.5,3.6,3.8,1.7,1.0,25.5,0.0,22.1,3.3,12.6
10.0,2.1,0.4,43.4,24.0,5.0,3.6,0.7,3.0,0.9,2.9,15.8,0.1,5.2,1.1,1.5
12.0,2.9,0.7,49.8,11.0,0.0,2.0,4.8,3.6,2.8,0.5,18.5,0.0,24.6,4.4,26.1
7.0,3.3,0.4,49.3,16.0,1.0,2.1,3.2,2.2,0.2,0.0,7.7,0.0,11.3,3.5,1.2
8.0,2.0,0.7,42.9,7.0,0.0,3.3,3.6,5.5,3.9,1.1,28.9,0.0,26.6,6.6,1.9
11.0,1.5,0.4,45.6,39.0,16.0,2.6,1.7,5.6,0.3,0.2,8.2,0.0,13.7,1.6,93.4
126.0,3.0,0.6,48.9,135.0,10.0,1.6,3.0,4.2,1.4,0.5,17.7,0.0,20.0,6.1,10.6
4.0,4.5,1.5,29.6,0.0,2.0,1.5,2.7,3.4,1.1,0.8,26.0,0.0,27.1,6.3,5.1
3.0,2.0,0.7,51.9,1.0,0.0,1.5,0.4,6.2,0.4,2.7,16.1,0.0,14.6,7.2,5.7
4.0,2.5,0.9,50.0,4.0,1.0,1.8,5.2,5.4,1.8,3.1,26.2,0.2,23.4,5.6,4.5
17.0,3.9,0.5,38.7,14.0,1.0,1.9,4.2,5.4,1.2,0.2,15.2,0.0,14.8,4.0,23.0
5.0,4.4,1.0,45.8,2.0,0.0,1.9,3.1,5.0,1.3,0.7,16.6,0.0,20.7,0.0,4.7
8.0,2.6,0.7,40.1,3.0,0.0,1.5,2.6,7.1,0.6,0.1,12.2,0.0,24.1,5.8,42.3
8.0,1.8,0.7,98.2,11.0,0.0,1.7,3.1,8.5,1.4,0.9,23.5,0.7,18.8,4.4,5.0
9.0,2.8,0.8,42.8,5.0,2.0,2.2,3.7,9.5,3.0,1.4,16.9,0.0,20.2,8.1,4.8
8.0,2.0,0.6,43.4,5.0,0.0,2.2,1.3,6.8,0.2,0.1,6.5,0.0,3.5,6.6,0.5
2.0,4.0,1.5,37.9,2.0,0.0,2.7,2.5,4.1,0.0,1.9,26.3,0.0,30.0,4.1,1.4
9.0,4.3,1.3,53.8,5.0,1.0,1.5,2.4,5.2,1.7,1.6,17.9,0.0,18.7,7.2,6.6
11.0,2.5,0.5,41.7,17.0,13.0,2.8,0.9,5.0,1.1,0.6,7.5,0.1,14.5,4.3,10.4
8.0,3.0,0.4,65.0,3.0,0.0,1.9,4.7,5.4,2.8,0.5,22.5,0.0,11.9,9.2,17.5
5.0,2.8,0.7,40.5,4.0,0.0,1.6,2.2,8.1,3.4,1.5,26.7,1.1,17.5,8.6,31.0
9.0,2.4,0.7,50.7,11.0,6.0,1.9,3.0,5.0,2.7,1.6,21.3,0.0,26.6,6.4,25.3
16.0,2.3,0.4,41.2,32.0,7.0,2.2,2.2,5.5,0.8,0.5,10.5,0.3,11.2,4.1,10.4
71.0,3.1,0.7,47.3,39.0,6.0,1.7,3.4,6.1,0.7,0.2,14.2,0.0,19.3,6.3,18.6
97.0,2.2,0.5,51.5,118.0,26.0,2.0,3.3,6.1,1.6,0.4,19.4,0.0,19.1,7.4,5.2
6.0,2.8,0.6,40.9,5.0,1.0,2.3,2.7,5.4,0.9,1.5,11.4,0.0,25.0,4.6,1.7
30.0,2.7,0.4,54.2,45.0,12.0,2.2,3.1,4.5,0.3,0.1,19.8,0.0,14.2,1.8,1.6
5.0,4.6,0.8,35.5,4.0,0.0,1.4,6.3,5.3,3.3,0.9,19.6,0.0,26.4,5.4,2.8
4.0,1.8,0.4,54.3,5.0,1.0,1.9,5.3,6.4,2.7,0.4,18.0,0.0,20.0,8.4,2.5
8.0,2.5,0.8,44.1,10.0,2.0,2.0,1.7,7.4,1.0,0.6,10.3,0.0,10.0,4.3,9.6
22.0,3.7,0.7,35.5,14.0,0.0,2.2,2.4,4.2,0.9,0.2,12.6,0.0,10.1,4.0,3.3
5.0,3.0,1.1,38.8,29.0,1.0,2.6,2.5,6.6,1.1,0.7,7.7,1.7,14.0,4.5,0.1
35.0,3.7,0.5,43.9,19.0,3.0,1.9,4.6,4.9,0.2,0.1,8.0,0.0,12.8,3.6,1.2
13.0,3.2,0.3,61.7,12.0,1.0,2.2,3.1,5.3,1.0,1.4,24.8,0.0,21.2,3.6,2.2
43.0,3.5,0.6,45.7,34.0,2.0,2.1,3.3,4.6,0.7,0.2,10.7,0.0,12.8,5.5,9.9
12.0,3.9,0.7,48.7,4.0,0.0,1.1,3.2,3.1,0.3,0.0,3.6,0.0,24.7,6.5,5.3
8.0,4.3,1.3,40.0,12.0,0.0,2.4,2.3,3.9,2.9,1.0,25.1,0.0,11.9,4.6,3.1
7.0,2.9,0.6,40.0,4.0,0.0,1.7,1.7,5.3,0.3,0.0,3.9,0.0,8.4,3.4,3.8
2.0,3.0,0.6,51.5,0.0,0.0,1.6,4.4,9.7,2.2,0.4,14.4,0.0,19.8,1.9,1.0
14.0,2.9,1.0,38.4,13.0,2.0,1.6,4.3,3.9,3.9,3.3,24.2,0.1,25.0,4.0,3.3
5.0,4.2,2.5,47.3,0.0,0.0,1.8,2.9,20.8,0.0,1.4,28.0,0.0,18.4,3.4,0.0
6.0,4.7,1.5,33.1,0.0,0.0,1.3,3.7,8.9,1.9,1.5,17.9,0.0,21.7,6.9,2.3
4.0,3.5,0.2,50.1,1.0,0.0,2.3,5.1,3.1,1.2,0.5,13.4,0.1,12.7,5.7,5.3
7.0,2.5,0.7,53.6,12.0,1.0,2.1,4.0,3.4,2.0,1.6,17.7,0.1,23.0,5.6,15.8
9.0,1.9,0.6,50.8,19.0,3.0,0.9,3.7,4.7,1.7,0.9,23.1,0.0,22.8,5.5,9.7
6.0,4.3,0.5,45.6,3.0,0.0,1.1,1.4,3.6,0.5,0.0,11.6,0.0,30.2,4.4,20.1
22.0,2.5,0.6,46.4,28.0,7.0,1.9,3.2,3.3,0.7,0.6,11.9,0.1,23.2,9.4,32.5
12.0,2.6,0.5,59.0,3.0,0.0,1.9,5.5,7.3,2.9,0.9,22.1,0.1,20.6,10.8,18.0
25.0,2.5,0.3,53.9,38.0,3.0,2.0,3.2,5.0,0.4,0.6,8.7,0.1,10.7,2.1,1.2
7.0,4.7,1.4,41.9,3.0,0.0,1.3,1.8,5.3,2.3,1.1,33.1,0.0,24.5,5.1,2.3
9.0,3.0,0.4,37.4,8.0,1.0,1.7,5.0,5.2,0.6,0.5,13.9,0.2,27.3,8.2,40.2
12.0,2.3,0.2,62.2,17.0,2.0,2.1,2.6,3.3,0.4,0.1,13.8,0.2,10.7,1.7,0.4
9.0,3.4,0.6,44.7,13.0,0.0,1.9,2.7,4.7,0.2,0.2,10.8,0.0,8.2,8.1,1.8
6.0,4.2,1.1,42.3,1.0,1.0,1.7,2.0,8.9,2.4,3.3,19.7,0.0,18.5,2.0,0.0
4.0,3.5,1.0,66.0,17.0,2.0,1.9,3.1,5.0,1.3,0.7,16.6,0.0,20.7,5.6,4.7
2.0,2.0,0.9,100.0,2.0,1.0,1.8,1.8,7.9,0.8,8.2,29.8,0.0,12.0,2.6,5.0
9.0,2.7,0.6,57.8,25.0,2.0,1.5,3.0,4.5,0.5,0.4,7.9,0.0,17.3,5.2,9.0
7.0,1.9,0.8,53.7,14.0,5.0,1.6,4.3,5.3,0.9,0.2,13.1,0.0,21.5,4.2,4.7
5.0,2.4,1.1,49.6,7.0,3.0,1.3,2.4,7.3,3.9,4.8,21.8,0.0,25.7,5.1,4.5
5.0,3.3,0.6,46.5,1.0,1.0,1.1,5.4,4.3,4.1,1.2,25.5,0.2,25.0,5.7,3.5
9.0,3.6,0.5,45.2,11.0,1.0,1.3,4.1,2.6,0.5,0.6,14.7,0.0,20.8,3.1,0.5
27.0,2.4,0.8,47.3,50.0,14.0,2.0,2.5,5.2,1.9,0.6,8.9,0.0,24.0,6.0,22.7
48.0,2.6,0.4,50.7,41.0,3.0,2.6,3.7,6.7,3.5,1.7,22.5,0.1,23.3,5.0,1.1
23.0,2.6,0.3,57.7,6.0,0.0,2.1,2.8,6.0,0.9,0.6,9.0,0.0,13.4,7.2,0.4
17.0,1.7,0.6,61.4,40.0,3.0,1.5,3.8,4.5,1.4,0.8,18.8,0.1,20.5,5.3,8.9
2.0,3.5,1.3,39.3,2.0,0.0,1.6,2.1,2.9,2.2,1.1,18.4,0.0,8.8,1.7,1.0
324.0,3.2,0.6,46.5,314.0,26.0,1.8,2.2,4.1,0.9,0.5,16.5,0.1,21.0,4.3,9.4
10.0,3.0,1.0,53.0,9.0,1.0,2.0,1.3,6.7,1.2,1.5,20.8,0.0,24.7,7.4,4.9
16.0,1.9,0.5,37.8,13.0,3.0,2.0,3.1,7.0,1.1,0.9,13.3,0.0,22.4,5.6,19.6
7.0,1.9,0.5,52.8,14.0,11.0,2.4,3.4,4.2,1.3,1.0,24.5,0.0,26.5,6.6,17.8
15.0,3.7,0.6,31.7,8.0,2.0,2.3,1.1,5.5,1.3,1.3,10.1,0.9,7.2,3.9,2.4
11.0,3.1,0.6,41.2,4.0,0.0,1.6,2.3,7.1,2.4,0.6,17.3,0.0,21.3,6.8,7.8
6.0,4.2,0.4,46.2,1.0,0.0,1.0,2.3,7.2,0.6,0.9,13.5,0.0,12.9,3.3,3.1
3.0,3.5,0.5,33.6,0.0,0.0,2.4,5.4,1.5,1.5,0.0,20.1,0.0,27.0,6.4,6.9
12.0,1.8,0.6,47.3,14.0,5.0,1.6,2.1,5.2,1.3,0.5,20.1,0.0,22.5,7.0,2.1
6.0,3.3,0.5,54.6,2.0,0.0,2.4,2.0,2.9,0.3,0.2,8.6,0.1,13.9,7.1,15.4
10.0,2.5,0.6,52.1,12.0,7.0,1.5,2.6,5.2,3.0,1.1,18.4,0.0,23.6,10.7,1.2
10.0,2.3,0.5,42.7,11.0,1.0,2.3,2.5,4.3,0.9,0.4,6.1,0.1,15.6,4.8,14.5
7.0,2.7,0.4,45.2,4.0,0.0,2.2,2.2,5.8,1.1,0.7,16.8,0.0,16.1,5.6,19.1
26.0,3.3,0.4,54.1,8.0,1.0,1.6,2.9,4.7,0.1,0.2,7.7,0.1,13.4,4.3,1.0
8.0,2.8,0.7,50.9,8.0,0.0,2.3,5.2,3.1,2.6,0.1,11.1,0.0,6.9,5.9,1.4
20.0,4.0,0.6,44.2,2.0,0.0,1.6,3.4,4.7,0.8,0.7,13.0,0.0,25.2,6.4,10.9
29.0,2.9,0.4,51.0,42.0,3.0,2.2,2.9,3.1,0.3,0.1,9.6,0.0,13.3,1.8,1.1
6.0,2.3,0.5,50.3,4.0,0.0,1.4,2.7,6.6,1.3,1.3,24.6,0.0,22.8,7.2,1.3
5.0,2.6,0.6,50.5,0.0,0.0,1.6,3.5,3.4,3.9,1.7,16.2,0.2,24.5,7.0,0.8
15.0,3.3,0.5,40.2,15.0,3.0,2.7,4.1,6.7,3.9,1.7,19.9,0.4,21.5,7.4,0.1
125.0,4.0,0.9,41.6,29.0,3.0,1.7,3.6,2.5,0.3,0.2,10.0,0.0,23.0,4.9,11.8
20.0,3.4,1.2,42.8,2.0,2.0,1.5,3.7,5.4,2.1,1.3,19.9,0.0,22.8,4.6,0.7
5.0,3.8,0.7,38.1,0.0,0.0,2.2,2.9,3.6,1.4,0.6,11.6,0.0,10.0,2.9,0.9
9.0,1.2,0.4,72.1,9.0,0.0,1.5,4.0,4.2,0.5,0.7,25.9,0.0,26.9,5.8,14.5
25.0,2.2,0.5,55.9,62.0,17.0,2.3,4.9,6.6,1.6,0.6,19.3,0.1,23.2,7.5,12.9
11.0,3.6,0.6,44.7,2.0,0.0,1.6,5.9,4.2,3.5,0.3,19.7,0.0,21.6,7.2,15.3
6.0,3.3,0.5,49.0,4.0,2.0,1.5,4.4,3.5,0.4,0.2,9.5,0.0,25.1,6.7,5.7
2.0,1.5,0.3,52.8,2.0,0.0,1.9,4.7,4.7,2.2,1.0,27.7,0.0,33.8,4.0,0.3
3.0,2.7,1.0,49.1,1.0,1.0,1.4,3.8,7.5,6.6,5.5,17.3,2.5,26.9,7.0,3.9
10.0,3.0,0.6,43.8,9.0,4.0,1.8,5.4,4.3,3.8,0.6,29.2,0.0,22.3,5.3,5.9
9.0,3.2,1.7,50.1,3.0,0.0,1.3,3.6,5.8,2.5,0.3,20.5,0.0,25.7,5.5,4.7
17.0,1.9,0.5,50.8,12.0,1.0,1.8,3.9,7.2,0.9,0.8,12.0,0.1,25.2,5.8,5.2
11.0,3.1,0.5,42.1,6.0,0.0,1.6,4.2,5.3,2.4,0.7,17.5,0.0,25.4,6.7,1.8
13.0,4.2,0.6,42.9,1.0,0.0,1.5,3.4,2.0,0.5,0.2,5.6,0.0,23.3,5.2,40.7
6.0,3.7,0.7,38.6,5.0,1.0,2.3,2.6,7.3,0.5,1.0,16.5,0.0,15.3,4.8,0.7
5.0,1.8,0.5,47.0,6.0,0.0,2.0,3.2,5.4,2.5,0.9,17.0,0.0,27.5,7.2,3.3
10.0,2.8,0.8,28.9,20.0,0.0,2.4,1.8,4.6,0.0,0.2,5.1,0.0,4.6,5.0,0.4
20.0,2.6,0.6,52.8,16.0,2.0,2.3,4.0,5.7,1.9,1.0,22.2,0.2,19.8,5.1,2.1
15.0,4.2,1.0,52.0,3.0,0.0,1.2,0.0,16.5,0.0,14.0,7.6,0.0,36.6,19.4,27.0
18.0,1.6,0.5,57.7,59.0,9.0,1.9,2.6,5.1,0.8,0.6,11.8,0.0,21.0,3.3,57.7
22.0,4.1,0.7,34.4,1.0,0.0,1.4,3.4,3.7,1.5,0.6,19.3,0.0,26.5,3.7,1.5
10.0,4.8,1.6,27.5,2.0,0.0,1.7,2.7,3.0,2.5,0.5,16.8,0.0,16.8,3.4,0.8
2.0,4.5,0.8,50.4,1.0,0.0,1.5,6.0,5.5,1.6,0.2,19.2,0.0,25.8,4.0,5.2
3.0,3.3,1.0,53.8,14.0,0.0,1.4,5.3,3.5,0.5,0.6,22.6,0.0,7.7,1.7,1.2
2.0,3.0,0.8,29.3,0.0,0.0,2.1,0.9,9.4,1.5,0.1,28.0,0.0,28.7,6.3,12.5
18.0,2.7,0.4,49.2,21.0,9.0,1.6,1.8,4.6,0.5,0.3,9.6,0.0,21.6,4.5,24.7
7.0,3.6,0.5,43.3,2.0,0.0,1.3,4.2,4.7,1.1,1.0,11.2,0.0,17.8,4.0,1.8
17.0,3.4,0.7,42.0,20.0,0.0,1.3,2.3,3.2,0.7,0.1,7.5,0.0,19.6,4.7,2.6
11.0,2.7,0.5,51.9,22.0,1.0,2.0,2.1,5.5,0.2,0.5,7.6,0.0,10.6,7.2,4.7
16.0,1.8,0.5,53.7,28.0,8.0,1.8,2.3,5.1,1.1,0.8,23.3,0.0,21.2,3.7,3.7
4.0,2.5,1.2,54.1,5.0,3.0,1.8,2.2,6.1,2.8,4.0,25.9,0.0,25.2,4.0,3.2
5.0,4.2,0.7,54.8,0.0,0.0,1.6,2.8,4.4,0.1,0.4,14.4,0.0,21.2,5.0,2.7
13.0,2.1,0.6,53.6,20.0,1.0,1.7,2.6,6.6,1.4,1.1,19.1,0.0,27.1,8.1,8.1
14.0,1.7,0.4,49.5,49.0,5.0,2.6,1.9,6.8,1.6,1.6,19.8,0.0,19.1,8.1,8.3
67.0,2.9,0.4,44.7,89.0,3.0,2.0,3.3,3.2,0.3,0.2,8.9,0.0,12.9,3.2,1.1
2.0,4.0,0.8,51.0,1.0,0.0,2.2,8.7,5.9,2.4,7.0,14.4,0.0,20.9,4.6,0.0
11.0,3.6,0.8,44.2,5.0,0.0,1.4,5.2,5.1,2.4,0.8,20.3,0.0,31.7,6.8,4.5
8.0,3.8,0.5,44.0,20.0,2.0,2.3,1.8,4.1,1.6,0.4,18.2,0.0,12.8,4.9,2.3
8.0,4.4,0.9,30.5,6.0,0.0,2.1,2.3,2.4,0.5,0.5,12.0,0.0,10.2,3.8,3.0
15.0,3.4,0.5,43.2,17.0,2.0,1.5,3.6,5.0,1.7,0.9,21.7,0.1,19.1,5.2,1.3
5.0,4.6,0.4,38.4,0.0,0.0,3.6,4.2,7.0,2.3,0.7,10.4,0.0,9.5,6.1,0.2
18.0,2.3,0.5,39.8,15.0,4.0,2.3,1.5,4.3,0.5,0.4,10.5,0.0,11.2,6.1,2.4
11.0,3.5,0.5,39.7,4.0,1.0,1.6,5.0,3.6,0.5,0.1,6.6,2.4,22.7,7.7,3.2
7.0,1.9,0.9,63.6,12.0,2.0,1.8,2.4,6.9,4.2,2.2,18.1,0.0,19.0,5.6,4.8
17.0,2.4,0.5,74.4,24.0,3.0,2.6,4.8,5.9,2.8,2.3,25.2,0.2,25.7,6.8,4.2
6.0,4.3,2.3,30.9,1.0,0.0,3.3,6.8,4.8,1.7,4.3,33.7,0.0,25.2,11.2,0.9
12.0,1.8,0.4,65.8,13.0,2.0,2.0,3.1,7.3,1.2,0.4,20.8,0.0,24.2,10.4,7.6
